ID,Language,Parameter,Original,Morphemic,Gloss,Translation,Source,Comment
hye_ex_13,hye,hye_N_A_XP,,hayr-ə hpart ir tłay-ov,father-DEF proud REFL.3SG.GEN one/INDEF boy-INS,the father proud of his son,"Hasmik Sargsian, p.c.","poetic or appositive"
hye_ex_14,hye,hye_N_XP_A,,hayr-ə ir tłay-ov hpart,father-DEF REFL.3SG.GEN one/INDEF boy-INS proud,the father proud of his son,"Hasmik Sargsian, p.c.","poetic or appositive"
,,,,,,,,
hye_ex_15,hye,hye_N_V hye_N_XP_V,,Novosibirsk-um ostikan-ner-ě jerbakalel en 10-amya ałjk-a or-ě t’mranyut’-er-i vačar˚k’-ov ēr zbałv-um.,Novosibirsk-LOC policeman-PL.NOM-the arrest-PTCP.PERF 3SG.COP 10-year girl-DAT REL.NOM-the drug-DAT-PL sell-INST she was work-PTCP.PRES,In Novosibirsk (the) policemen arrested a ten-year old girl who was involved in drug-selling.,"Dum-Tragut_2009[p. 371, ex. 168]",
hye_ex_16,hye,hye_N_V hye_N_V_XP,,es ayn erjanik-ner-ic’ em ov baxt ē unec’-el tesn-el-u nman ankrkneli darpasapah-i xał-ě.,I.NOM that lucky-PL-ABL I am wh.NOM luck it_is have-PTCP.PERF. see-INF-DAT similar unique goalie-DAT game.NOM-the,I am one of the lucky ones who have had the chance tosee the game of a similarly unique goalie.,"Dum-Tragut_2009[p. 604, ex. 842]",
,,,,,,,,
hye_ex_17,hye,hye_Prep,,avtobus-ə aṙanc' ułevor-ner-i ē.,bus-DEF without passenger-PL-GEN COP.3SG,The bus is without passengers.,"Hasmik Sargsian, p.c.","'without' only possible as a preposition"
hye_ex_18,hye,hye_Post,,girk'-ə sełan-i vra ē.,book-DEF table-GEN on COP.3SG,The book is on the table.,"Hasmik Sargsian, p.c.","'without' only possible as a preposition"
hye_ex_19,hye,hye_PrepP_N,,aṙanc' ułevor-ner-i avtobus,without passenger-PL-GEN bus,a bus without passengers,"Hasmik Sargsian, p.c.",
hye_ex_20,hye,hye_N_PrepP,,?avtobus aṙanc' ułevor-ner-i,bus without passenger-PL-GEN,a bus without passengers,"Hasmik Sargsian, p.c.","stylistically marked (poetic) and information-structurally marked (contrastive focus on 'without passengers')"
hye_ex_21,hye,hye_PostP_N,,sełan-i vra-yi girk'-ə,table-GEN on-GEN book-DEF,the book one the (a) table,"Hasmik Sargsian, p.c.","'on' is only possible as a postposition. Here, the first gen licensed by the postposition, second gen licensed by the modification structure."
hye_ex_22,hye,hye_N_PostP,,??girk'-ə sełan-i vra-yi,book-DEF table-GEN on-GEN,the book one the (a) table,"Hasmik Sargsian, p.c.","stylistically marked/poetic"
,,,,,,,,
hye_ex_23,hye,hye_M_M_N,,mec hin spitak tun,big old white house,a big old white house,"Dum-Tragut_2009[p. 588, ex. 788d]",
hye_ex_24,hye,hye_Deg_M_N,,Ruben-ě un-i namakaniš-ner-i šat mec havak’acu.,Ruben.NOM-the have-PRES.3.SG stamp-PL-DAT INT big collection.NOM,Ruben has a very big stamp-collection.,"Dum-Tragut_2009[p. 590, ex. 791, adapted]",
