ID,Language,Parameter,Original,Morphemic,Gloss,Translation,Source,Comment
isl_ex_,isl,isl_A_attr isl_A_N isl_AP_N isl_XP_A_N,,af syni sínum stolt-ur faðir-inn, on son.DAT his.DAT proud-M.SG.NOM.STRONG father.NOM.SG-DEF.SG.M,the father proud of his son,Gísli Rúnar Harðarson,


isl_ex_,isl,isl_A_attr isl_N_A isl_N_AP isl_N_A_XP,,faðir stolt-ur af syni sínum,father proud-M.SG.NOM.STRONG on son.DAT his.DAT,father proud of his son,Gísli Rúnar Harðarson,
isl_ex_,isl,isl_A_attr isl_N_A isl_N_AP isl_N_A_XP,,*faðir-inn stolt-i af syni sínum, father.NOM.SG-DEF.SG.M proud-M.SG.NOM.WEAK on son.DAT his.DAT,Intended: ‘the father proud of his son’,Gísli Rúnar Harðarson,
isl_ex_,isl,isl_A_attr isl_N_A isl_N_AP isl_N_A_XP,,faðir-inn stolt-ur af syni sínum, father.NOM.SG-DEF.SG.M proud-M.SG.NOM.STRONG on son.DAT his.DAT,the father proud of his son,Gísli Rúnar Harðarson,non-restrictive??

isl_ex_,isl,isl_A_attr isl_N_A isl_N_AP isl_N_XP_A,,faðir af syni sínum stolt-ur,father on son.DAT his.DAT proud-M.SG.NOM.STRONG,father proud of his son,Gísli Rúnar Harðarson,contrastive semantics is needed
isl_ex_,isl,isl_A_attr isl_N_A isl_N_AP isl_N_XP_A,,*faðir-inn af syni sínum stolt-i, father.NOM.SG-DEF.SG.M on son.DAT his.DAT proud-M.SG.NOM.WEAK,Intended: ‘the father proud of his son’,Gísli Rúnar Harðarson,non-restrictive??
isl_ex_,isl,isl_A_attr isl_N_A isl_N_AP isl_N_XP_A,,faðir-inn af syni sínum stolt-ur, father.NOM.SG-DEF.SG.M on son.DAT his.DAT proud-M.SG.NOM.STRONG,the father proud of his son,Gísli Rúnar Harðarson,"non-restrictive?? but contrastive semantics is need"

isl_ex_,isl,isl_A_pred,,Jón er stolt-ur.,John is proud-M.SG.NOM.STRONG,John is proud.,Gísli Rúnar Harðarson,
isl_ex_,isl,isl_A_pred,,Jón er stolt-i.,John is proud-M.SG.NOM.WEAK,John is proud.,Gísli Rúnar Harðarson, "Weak declension is possible on the adjective only for [is the A one] constructions, but in this case the presence of a demonstrative is obligatory: John is DEM ADJ-weak]."
isl_ex_,isl,isl_A_pred isl_AP isl_A_XP,,Jón er stolt-ur af syni sínum.,John is proud-M.SG.NOM.STRONG on son.DAT his.DAT,John is proud of his son.,Gísli Rúnar Harðarson,
isl_ex_,isl,isl_A_pred isl_AP isl_XP_A,,Jón er af syni sínum stolt-ur.,John is on son.DAT his.DAT proud-M.SG.NOM.STRONG,John is proud of his son.,Gísli Rúnar Harðarson,"this word order is dispreferred, possibly IS-triggered"
,,,,,,,,
isl_ex_,isl,isl_PP_attr isl_PrepP isl_N_PrepP,,Landsleikur gegn Dönum verður erfiður.,,An international match against the Danes will be tough.,"(Neijmann_2022,p. 36)",
,,,,,,,,
isl_ex_,isl,,,Bærinn þar sem ég fæddist er lagður í eyði.,,The farmhouse where I was born has been abandoned.,"(Neijmann_2022,p. 407)",


